Y_WGS84;X_WGS84;N
48.52;6.46;45.675
48.52;6.475;45.698
48.52;6.49;45.722
48.52;6.505;45.747
48.52;6.52;45.771
48.52;6.535;45.795
48.52;6.55;45.818
48.52;6.565;45.841
48.52;6.58;45.864
48.52;6.595;45.887
48.52;6.61;45.91
48.52;6.625;45.933
48.52;6.64;45.957
48.52;6.655;45.981
48.52;6.67;46.007
48.52;6.685;46.032
48.52;6.7;46.056
48.52;6.715;46.082
48.52;6.73;46.108
48.52;6.745;46.135
48.52;6.76;46.163
48.52;6.775;46.19
48.52;6.79;46.218
48.52;6.805;46.247
48.52;6.82;46.275
48.52;6.835;46.304
48.52;6.85;46.335
48.52;6.865;46.366
48.52;6.88;46.399
48.52;6.895;46.433
48.52;6.91;46.468
48.52;6.925;46.504
48.52;6.94;46.54
48.52;6.955;46.578
48.52;6.97;46.61
48.52;6.985;46.644
48.52;7;46.681
48.53;1;43.326
48.53;1.015;43.318
48.53;1.03;43.312
48.53;1.045;43.299
48.53;1.06;43.286
48.53;1.075;43.279
48.53;1.09;43.266
48.53;1.105;43.252
48.53;1.12;43.238
48.53;1.135;43.224
48.53;1.15;43.209
48.53;1.165;43.197
48.53;1.18;43.185
48.53;1.195;43.173
48.53;1.21;43.162
48.53;1.225;43.15
48.53;1.24;43.14
48.53;1.255;43.123
48.53;1.27;43.107
48.53;1.285;43.092
48.53;1.3;43.079
48.53;1.315;43.063
48.53;1.33;43.045
48.53;1.345;43.027
48.53;1.36;43.009
48.53;1.375;42.991
48.53;1.39;42.974
48.53;1.405;42.955
48.53;1.42;42.937
48.53;1.435;42.92
48.53;1.45;42.905
48.53;1.465;42.883
48.53;1.48;42.863
48.53;1.495;42.845
48.53;1.51;42.827
48.53;1.525;42.809
48.53;1.54;42.792
48.53;1.555;42.774
48.53;1.57;42.756
48.53;1.585;42.737
48.53;1.6;42.72
48.53;1.615;42.705
48.53;1.63;42.689
48.53;1.645;42.672
48.53;1.66;42.657
48.53;1.675;42.644
48.53;1.69;42.63
48.53;1.705;42.617
48.53;1.72;42.603
48.53;1.735;42.59
48.53;1.75;42.577
48.53;1.765;42.565
48.53;1.78;42.553
48.53;1.795;42.54
48.53;1.81;42.529
48.53;1.825;42.518
48.53;1.84;42.509
48.53;1.855;42.5
48.53;1.87;42.492
48.53;1.885;42.484
48.53;1.9;42.475
48.53;1.915;42.465
48.53;1.93;42.455
48.53;1.945;42.443
48.53;1.96;42.432
48.53;1.975;42.421
48.53;1.99;42.41
48.53;2.005;42.401
48.53;2.02;42.391
48.53;2.035;42.379
48.53;2.05;42.368
48.53;2.065;42.358
48.53;2.08;42.349
48.53;2.095;42.341
48.53;2.11;42.329
48.53;2.125;42.316
48.53;2.14;42.308
48.53;2.155;42.3
48.53;2.17;42.294
48.53;2.185;42.288
48.53;2.2;42.281
48.53;2.215;42.269
48.53;2.23;42.26
48.53;2.245;42.255
48.53;2.26;42.249
48.53;2.275;42.243
48.53;2.29;42.238
48.53;2.305;42.234
48.53;2.32;42.229
48.53;2.335;42.225
48.53;2.35;42.222
48.53;2.365;42.221
48.53;2.38;42.221
48.53;2.395;42.223
48.53;2.41;42.224
48.53;2.425;42.226
48.53;2.44;42.227
48.53;2.455;42.229
48.53;2.47;42.231
48.53;2.485;42.234
48.53;2.5;42.237
48.53;2.515;42.241
48.53;2.53;42.244
48.53;2.545;42.247
48.53;2.56;42.252
48.53;2.575;42.258
48.53;2.59;42.264
48.53;2.605;42.271
48.53;2.62;42.277
48.53;2.635;42.283
48.53;2.65;42.291
48.53;2.665;42.298
48.53;2.68;42.307
48.53;2.695;42.315
48.53;2.71;42.323
48.53;2.725;42.333
48.53;2.74;42.342
48.53;2.755;42.351
48.53;2.77;42.36
48.53;2.785;42.371
48.53;2.8;42.382
48.53;2.815;42.394
48.53;2.83;42.406
48.53;2.845;42.417
48.53;2.86;42.43
48.53;2.875;42.444
48.53;2.89;42.456
48.53;2.905;42.467
48.53;2.92;42.481
48.53;2.935;42.496
48.53;2.95;42.51
48.53;2.965;42.522
48.53;2.98;42.536
48.53;2.995;42.55
48.53;3.01;42.563
48.53;3.025;42.576
48.53;3.04;42.59
48.53;3.055;42.603
48.53;3.07;42.615
48.53;3.085;42.628
48.53;3.1;42.64
48.53;3.115;42.651
48.53;3.13;42.664
48.53;3.145;42.675
48.53;3.16;42.685
48.53;3.175;42.695
48.53;3.19;42.705
48.53;3.205;42.714
48.53;3.22;42.724
48.53;3.235;42.733
48.53;3.25;42.743
48.53;3.265;42.755
48.53;3.28;42.765
48.53;3.295;42.777
48.53;3.31;42.788
48.53;3.325;42.798
48.53;3.34;42.806
48.53;3.355;42.813
48.53;3.37;42.822
48.53;3.385;42.83
48.53;3.4;42.837
48.53;3.415;42.842
48.53;3.43;42.847
48.53;3.445;42.853
48.53;3.46;42.858
48.53;3.475;42.863
48.53;3.49;42.869
48.53;3.505;42.879
48.53;3.52;42.891
48.53;3.535;42.902
48.53;3.55;42.909
48.53;3.565;42.918
48.53;3.58;42.925
48.53;3.595;42.934
48.53;3.61;42.947
48.53;3.625;42.962
48.53;3.64;42.976
48.53;3.655;42.987
48.53;3.67;43
48.53;3.685;43.013
48.53;3.7;43.023
48.53;3.715;43.034
48.53;3.73;43.045
48.53;3.745;43.058
48.53;3.76;43.071
48.53;3.775;43.083
48.53;3.79;43.097
48.53;3.805;43.11
48.53;3.82;43.125
48.53;3.835;43.14
48.53;3.85;43.155
48.53;3.865;43.17
48.53;3.88;43.188
48.53;3.895;43.205
48.53;3.91;43.221
48.53;3.925;43.238
48.53;3.94;43.256
48.53;3.955;43.274
48.53;3.97;43.292
48.53;3.985;43.311
48.53;4;43.328
48.53;4.015;43.346
48.53;4.03;43.365
48.53;4.045;43.383
48.53;4.06;43.402
48.53;4.075;43.422
48.53;4.09;43.441
48.53;4.105;43.462
48.53;4.12;43.482
48.53;4.135;43.502
48.53;4.15;43.523
48.53;4.165;43.543
48.53;4.18;43.563
48.53;4.195;43.583
48.53;4.21;43.603
48.53;4.225;43.622
48.53;4.24;43.642
48.53;4.255;43.661
48.53;4.27;43.681
48.53;4.285;43.702
48.53;4.3;43.721
48.53;4.315;43.741
48.53;4.33;43.759
48.53;4.345;43.777
48.53;4.36;43.797
48.53;4.375;43.82
48.53;4.39;43.84
48.53;4.405;43.858
48.53;4.42;43.875
48.53;4.435;43.891
48.53;4.45;43.908
48.53;4.465;43.925
48.53;4.48;43.943
48.53;4.495;43.961
48.53;4.51;43.979
48.53;4.525;43.997
48.53;4.54;44.015
48.53;4.555;44.033
48.53;4.57;44.05
48.53;4.585;44.068
48.53;4.6;44.084
48.53;4.615;44.101
48.53;4.63;44.118
48.53;4.645;44.136
48.53;4.66;44.154
48.53;4.675;44.173
48.53;4.69;44.192
48.53;4.705;44.211
48.53;4.72;44.231
48.53;4.735;44.251
48.53;4.75;44.271
48.53;4.765;44.291
48.53;4.78;44.31
48.53;4.795;44.331
48.53;4.81;44.354
48.53;4.825;44.376
48.53;4.84;44.395
48.53;4.855;44.417
48.53;4.87;44.44
48.53;4.885;44.463
48.53;4.9;44.486
48.53;4.915;44.508
48.53;4.93;44.531
48.53;4.945;44.555
48.53;4.96;44.579
48.53;4.975;44.602
48.53;4.99;44.627
48.53;5.005;44.651
48.53;5.02;44.674
48.53;5.035;44.697
48.53;5.05;44.719
48.53;5.065;44.739
48.53;5.08;44.758
48.53;5.095;44.777
48.53;5.11;44.797
48.53;5.125;44.818
48.53;5.14;44.84
48.53;5.155;44.863
48.53;5.17;44.885
48.53;5.185;44.907
48.53;5.2;44.93
48.53;5.215;44.952
48.53;5.23;44.974
48.53;5.245;44.993
48.53;5.26;45.01
48.53;5.275;45.026
48.53;5.29;45.044
48.53;5.305;45.064
48.53;5.32;45.083
48.53;5.335;45.102
48.53;5.35;45.121
48.53;5.365;45.14
48.53;5.38;45.159
48.53;5.395;45.177
48.53;5.41;45.194
48.53;5.425;45.205
48.53;5.44;45.215
48.53;5.455;45.225
48.53;5.47;45.235
48.53;5.485;45.244
48.53;5.5;45.255
48.53;5.515;45.266
48.53;5.53;45.278
48.53;5.545;45.289
48.53;5.56;45.3
48.53;5.575;45.309
48.53;5.59;45.316
48.53;5.605;45.319
48.53;5.62;45.32
48.53;5.635;45.317
48.53;5.65;45.314
48.53;5.665;45.312
48.53;5.68;45.31
48.53;5.695;45.31
48.53;5.71;45.315
48.53;5.725;45.32
48.53;5.74;45.328
48.53;5.755;45.335
48.53;5.77;45.337
48.53;5.785;45.338
48.53;5.8;45.337
48.53;5.815;45.337
48.53;5.83;45.336
48.53;5.845;45.336
48.53;5.86;45.337
48.53;5.875;45.338
48.53;5.89;45.341
48.53;5.905;45.344
48.53;5.92;45.348
48.53;5.935;45.352
48.53;5.95;45.352
48.53;5.965;45.35
48.53;5.98;45.347
48.53;5.995;45.342
48.53;6.01;45.344
48.53;6.025;45.342
48.53;6.04;45.339
48.53;6.055;45.333
48.53;6.07;45.33
48.53;6.085;45.332
48.53;6.1;45.335
48.53;6.115;45.337
48.53;6.13;45.34
48.53;6.145;45.345
48.53;6.16;45.354
48.53;6.175;45.365
48.53;6.19;45.378
48.53;6.205;45.392
48.53;6.22;45.405
48.53;6.235;45.415
48.53;6.25;45.424
48.53;6.265;45.434
48.53;6.28;45.45
48.53;6.295;45.467
48.53;6.31;45.484
48.53;6.325;45.498
48.53;6.34;45.512
48.53;6.355;45.527
48.53;6.37;45.542
48.53;6.385;45.557
48.53;6.4;45.574
48.53;6.415;45.591
48.53;6.43;45.61
48.53;6.445;45.629
48.53;6.46;45.651
48.53;6.475;45.675
48.53;6.49;45.7
48.53;6.505;45.724
48.53;6.52;45.748
48.53;6.535;45.772
48.53;6.55;45.796
48.53;6.565;45.819
48.53;6.58;45.843
48.53;6.595;45.866
48.53;6.61;45.89
48.53;6.625;45.915
48.53;6.64;45.939
48.53;6.655;45.964
48.53;6.67;45.989
48.53;6.685;46.014
48.53;6.7;46.039
48.53;6.715;46.064
48.53;6.73;46.09
48.53;6.745;46.116
48.53;6.76;46.144
48.53;6.775;46.171
48.53;6.79;46.2
48.53;6.805;46.229
48.53;6.82;46.257
48.53;6.835;46.287
48.53;6.85;46.318
48.53;6.865;46.349
48.53;6.88;46.382
48.53;6.895;46.416
48.53;6.91;46.451
48.53;6.925;46.486
48.53;6.94;46.521
48.53;6.955;46.557
48.53;6.97;46.589
48.53;6.985;46.623
48.53;7;46.659
48.54;1;43.329
48.54;1.015;43.322
48.54;1.03;43.315
48.54;1.045;43.3
48.54;1.06;43.288
48.54;1.075;43.278
48.54;1.09;43.263
48.54;1.105;43.247
48.54;1.12;43.236
48.54;1.135;43.222
48.54;1.15;43.209
48.54;1.165;43.196
48.54;1.18;43.185
48.54;1.195;43.173
48.54;1.21;43.16
48.54;1.225;43.149
48.54;1.24;43.139
48.54;1.255;43.122
48.54;1.27;43.104
48.54;1.285;43.089
48.54;1.3;43.076
48.54;1.315;43.059
48.54;1.33;43.04
48.54;1.345;43.023
48.54;1.36;43.006
48.54;1.375;42.989
48.54;1.39;42.97
48.54;1.405;42.952
48.54;1.42;42.933
48.54;1.435;42.916
48.54;1.45;42.9
48.54;1.465;42.877
48.54;1.48;42.857
48.54;1.495;42.839
48.54;1.51;42.821
48.54;1.525;42.802
48.54;1.54;42.786
48.54;1.555;42.768
48.54;1.57;42.749
48.54;1.585;42.729
48.54;1.6;42.712
48.54;1.615;42.697
48.54;1.63;42.681
48.54;1.645;42.665
48.54;1.66;42.651
48.54;1.675;42.637
48.54;1.69;42.624
48.54;1.705;42.611
48.54;1.72;42.598
48.54;1.735;42.584
48.54;1.75;42.571
48.54;1.765;42.559
48.54;1.78;42.547
48.54;1.795;42.535
48.54;1.81;42.523
48.54;1.825;42.513
48.54;1.84;42.503
48.54;1.855;42.494
48.54;1.87;42.485
48.54;1.885;42.476
48.54;1.9;42.467
48.54;1.915;42.457
48.54;1.93;42.447
48.54;1.945;42.436
48.54;1.96;42.423
48.54;1.975;42.412
48.54;1.99;42.4
48.54;2.005;42.391
48.54;2.02;42.381
48.54;2.035;42.368
48.54;2.05;42.357
48.54;2.065;42.347
48.54;2.08;42.336
48.54;2.095;42.326
48.54;2.11;42.316
48.54;2.125;42.303
48.54;2.14;42.294
48.54;2.155;42.286
48.54;2.17;42.279
48.54;2.185;42.273
48.54;2.2;42.265
48.54;2.215;42.254
48.54;2.23;42.246
48.54;2.245;42.24
48.54;2.26;42.234
48.54;2.275;42.227
48.54;2.29;42.22
48.54;2.305;42.215
48.54;2.32;42.21
48.54;2.335;42.206
48.54;2.35;42.203
48.54;2.365;42.201
48.54;2.38;42.201
48.54;2.395;42.201
48.54;2.41;42.202
48.54;2.425;42.203
48.54;2.44;42.205
48.54;2.455;42.207
48.54;2.47;42.209
48.54;2.485;42.211
48.54;2.5;42.215
48.54;2.515;42.217
48.54;2.53;42.22
48.54;2.545;42.223
48.54;2.56;42.228
48.54;2.575;42.235
48.54;2.59;42.242
48.54;2.605;42.248
48.54;2.62;42.254
48.54;2.635;42.261
48.54;2.65;42.267
48.54;2.665;42.274
48.54;2.68;42.283
48.54;2.695;42.292
48.54;2.71;42.302
48.54;2.725;42.31
48.54;2.74;42.319
48.54;2.755;42.329
48.54;2.77;42.339
48.54;2.785;42.35
48.54;2.8;42.361
48.54;2.815;42.373
48.54;2.83;42.386
48.54;2.845;42.398
48.54;2.86;42.411
48.54;2.875;42.425
48.54;2.89;42.438
48.54;2.905;42.45
48.54;2.92;42.464
48.54;2.935;42.479
48.54;2.95;42.493
48.54;2.965;42.507
48.54;2.98;42.522
48.54;2.995;42.536
48.54;3.01;42.549
48.54;3.025;42.563
48.54;3.04;42.577
48.54;3.055;42.59
48.54;3.07;42.604
48.54;3.085;42.618
48.54;3.1;42.63
48.54;3.115;42.642
48.54;3.13;42.654
48.54;3.145;42.667
48.54;3.16;42.678
48.54;3.175;42.688
48.54;3.19;42.699
48.54;3.205;42.709
48.54;3.22;42.72
48.54;3.235;42.729
48.54;3.25;42.739
48.54;3.265;42.75
48.54;3.28;42.759
48.54;3.295;42.77
48.54;3.31;42.78
48.54;3.325;42.792
48.54;3.34;42.801
48.54;3.355;42.81
48.54;3.37;42.817
48.54;3.385;42.824
48.54;3.4;42.832
48.54;3.415;42.839
48.54;3.43;42.847
48.54;3.445;42.853
48.54;3.46;42.857
48.54;3.475;42.862
48.54;3.49;42.867
48.54;3.505;42.875
48.54;3.52;42.888
48.54;3.535;42.897
48.54;3.55;42.904
48.54;3.565;42.912
48.54;3.58;42.919
48.54;3.595;42.929
48.54;3.61;42.942
48.54;3.625;42.955
48.54;3.64;42.97
48.54;3.655;42.982
48.54;3.67;42.994
48.54;3.685;43.006
48.54;3.7;43.015
48.54;3.715;43.025
48.54;3.73;43.037
48.54;3.745;43.049
48.54;3.76;43.062
48.54;3.775;43.074
48.54;3.79;43.089
48.54;3.805;43.102
48.54;3.82;43.117
48.54;3.835;43.132
48.54;3.85;43.148
48.54;3.865;43.164
48.54;3.88;43.181
48.54;3.895;43.199
48.54;3.91;43.215
48.54;3.925;43.233
48.54;3.94;43.251
48.54;3.955;43.269
48.54;3.97;43.287
48.54;3.985;43.306
48.54;4;43.324
48.54;4.015;43.342
48.54;4.03;43.36
48.54;4.045;43.379
48.54;4.06;43.398
48.54;4.075;43.417
48.54;4.09;43.437
48.54;4.105;43.457
48.54;4.12;43.477
48.54;4.135;43.497
48.54;4.15;43.518
48.54;4.165;43.538
48.54;4.18;43.557
48.54;4.195;43.578
48.54;4.21;43.599
48.54;4.225;43.618
48.54;4.24;43.637
48.54;4.255;43.657
48.54;4.27;43.677
48.54;4.285;43.699
48.54;4.3;43.719
48.54;4.315;43.738
48.54;4.33;43.756
48.54;4.345;43.774
48.54;4.36;43.793
48.54;4.375;43.814
48.54;4.39;43.835
48.54;4.405;43.854
48.54;4.42;43.871
48.54;4.435;43.886
48.54;4.45;43.905
48.54;4.465;43.922
48.54;4.48;43.939
48.54;4.495;43.956
48.54;4.51;43.974
48.54;4.525;43.991
48.54;4.54;44.009
48.54;4.555;44.026
48.54;4.57;44.043
48.54;4.585;44.06
48.54;4.6;44.077
48.54;4.615;44.094
48.54;4.63;44.111
48.54;4.645;44.129
48.54;4.66;44.147
48.54;4.675;44.166
48.54;4.69;44.184
48.54;4.705;44.203
48.54;4.72;44.223
48.54;4.735;44.243
48.54;4.75;44.263
48.54;4.765;44.282
48.54;4.78;44.302
48.54;4.795;44.323
48.54;4.81;44.346
48.54;4.825;44.367
48.54;4.84;44.386
48.54;4.855;44.408
48.54;4.87;44.43
48.54;4.885;44.453
48.54;4.9;44.476
48.54;4.915;44.497
48.54;4.93;44.52
48.54;4.945;44.544
48.54;4.96;44.567
48.54;4.975;44.591
48.54;4.99;44.615
48.54;5.005;44.638
48.54;5.02;44.662
48.54;5.035;44.684
48.54;5.05;44.705
48.54;5.065;44.725
48.54;5.08;44.744
48.54;5.095;44.763
48.54;5.11;44.784
48.54;5.125;44.808
48.54;5.14;44.831
48.54;5.155;44.853
48.54;5.17;44.875
48.54;5.185;44.896
48.54;5.2;44.919
48.54;5.215;44.941
48.54;5.23;44.962
48.54;5.245;44.979
48.54;5.26;44.996
48.54;5.275;45.014
48.54;5.29;45.032
48.54;5.305;45.051
48.54;5.32;45.07
48.54;5.335;45.089
48.54;5.35;45.107
48.54;5.365;45.126
48.54;5.38;45.144
48.54;5.395;45.163
48.54;5.41;45.179
48.54;5.425;45.189
48.54;5.44;45.2
48.54;5.455;45.21
48.54;5.47;45.22
48.54;5.485;45.229
48.54;5.5;45.241
48.54;5.515;45.252
48.54;5.53;45.264
48.54;5.545;45.273
48.54;5.56;45.282
48.54;5.575;45.291
48.54;5.59;45.298
48.54;5.605;45.301
48.54;5.62;45.301
48.54;5.635;45.3
48.54;5.65;45.298
48.54;5.665;45.294
48.54;5.68;45.293
48.54;5.695;45.295
48.54;5.71;45.3
48.54;5.725;45.305
48.54;5.74;45.312
48.54;5.755;45.316
48.54;5.77;45.32
48.54;5.785;45.323
48.54;5.8;45.324
48.54;5.815;45.325
48.54;5.83;45.324
48.54;5.845;45.322
48.54;5.86;45.321
48.54;5.875;45.321
48.54;5.89;45.323
48.54;5.905;45.325
48.54;5.92;45.329
48.54;5.935;45.334
48.54;5.95;45.333
48.54;5.965;45.333
48.54;5.98;45.332
48.54;5.995;45.329
48.54;6.01;45.333
48.54;6.025;45.33
48.54;6.04;45.325
48.54;6.055;45.319
48.54;6.07;45.315
48.54;6.085;45.316
48.54;6.1;45.319
48.54;6.115;45.321
48.54;6.13;45.324
48.54;6.145;45.33
48.54;6.16;45.34
48.54;6.175;45.352
48.54;6.19;45.363
48.54;6.205;45.374
48.54;6.22;45.384
48.54;6.235;45.394
48.54;6.25;45.403
48.54;6.265;45.417
48.54;6.28;45.433
48.54;6.295;45.451
48.54;6.31;45.466
48.54;6.325;45.479
48.54;6.34;45.49
48.54;6.355;45.503
48.54;6.37;45.518
48.54;6.385;45.533
48.54;6.4;45.55
48.54;6.415;45.568
48.54;6.43;45.587
48.54;6.445;45.606
48.54;6.46;45.628
48.54;6.475;45.653
48.54;6.49;45.678
48.54;6.505;45.702
48.54;6.52;45.725
48.54;6.535;45.75
48.54;6.55;45.773
48.54;6.565;45.797
48.54;6.58;45.821
48.54;6.595;45.847
48.54;6.61;45.871
48.54;6.625;45.897
48.54;6.64;45.922
48.54;6.655;45.947
48.54;6.67;45.971
48.54;6.685;45.995
48.54;6.7;46.02
48.54;6.715;46.045
48.54;6.73;46.071
48.54;6.745;46.098
48.54;6.76;46.125
48.54;6.775;46.153
48.54;6.79;46.182
48.54;6.805;46.211
48.54;6.82;46.24
48.54;6.835;46.271
48.54;6.85;46.301
48.54;6.865;46.333
48.54;6.88;46.365
48.54;6.895;46.399
48.54;6.91;46.433
48.54;6.925;46.468
48.54;6.94;46.502
48.54;6.955;46.536
48.54;6.97;46.569
48.54;6.985;46.602
48.54;7;46.636
48.55;1;43.33
48.55;1.015;43.324
48.55;1.03;43.317
48.55;1.045;43.301
48.55;1.06;43.289
48.55;1.075;43.276
48.55;1.09;43.26
48.55;1.105;43.243
48.55;1.12;43.232
48.55;1.135;43.219
48.55;1.15;43.206
48.55;1.165;43.194
48.55;1.18;43.183
48.55;1.195;43.171
48.55;1.21;43.157
48.55;1.225;43.146
48.55;1.24;43.134
48.55;1.255;43.119
48.55;1.27;43.102
48.55;1.285;43.086
48.55;1.3;43.071
48.55;1.315;43.054
48.55;1.33;43.036
48.55;1.345;43.018
48.55;1.36;43.002
48.55;1.375;42.985
48.55;1.39;42.965
48.55;1.405;42.946
48.55;1.42;42.929
48.55;1.435;42.911
48.55;1.45;42.894
48.55;1.465;42.872
48.55;1.48;42.851
48.55;1.495;42.832
48.55;1.51;42.814
48.55;1.525;42.796
48.55;1.54;42.779
48.55;1.555;42.76
48.55;1.57;42.741
48.55;1.585;42.722
48.55;1.6;42.704
48.55;1.615;42.689
48.55;1.63;42.673
48.55;1.645;42.659
48.55;1.66;42.644
48.55;1.675;42.631
48.55;1.69;42.618
48.55;1.705;42.605
48.55;1.72;42.592
48.55;1.735;42.578
48.55;1.75;42.566
48.55;1.765;42.553
48.55;1.78;42.541
48.55;1.795;42.529
48.55;1.81;42.517
48.55;1.825;42.507
48.55;1.84;42.497
48.55;1.855;42.487
48.55;1.87;42.478
48.55;1.885;42.469
48.55;1.9;42.46
48.55;1.915;42.45
48.55;1.93;42.439
48.55;1.945;42.427
48.55;1.96;42.414
48.55;1.975;42.403
48.55;1.99;42.391
48.55;2.005;42.381
48.55;2.02;42.37
48.55;2.035;42.358
48.55;2.05;42.346
48.55;2.065;42.337
48.55;2.08;42.325
48.55;2.095;42.313
48.55;2.11;42.302
48.55;2.125;42.291
48.55;2.14;42.28
48.55;2.155;42.271
48.55;2.17;42.264
48.55;2.185;42.255
48.55;2.2;42.248
48.55;2.215;42.238
48.55;2.23;42.231
48.55;2.245;42.225
48.55;2.26;42.219
48.55;2.275;42.212
48.55;2.29;42.204
48.55;2.305;42.199
48.55;2.32;42.194
48.55;2.335;42.19
48.55;2.35;42.186
48.55;2.365;42.183
48.55;2.38;42.182
48.55;2.395;42.181
48.55;2.41;42.181
48.55;2.425;42.182
48.55;2.44;42.184
48.55;2.455;42.186
48.55;2.47;42.188
48.55;2.485;42.189
48.55;2.5;42.192
48.55;2.515;42.195
48.55;2.53;42.198
48.55;2.545;42.2
48.55;2.56;42.207
48.55;2.575;42.214
48.55;2.59;42.219
48.55;2.605;42.225
48.55;2.62;42.232
48.55;2.635;42.238
48.55;2.65;42.245
48.55;2.665;42.252
48.55;2.68;42.261
48.55;2.695;42.269
48.55;2.71;42.279
48.55;2.725;42.288
48.55;2.74;42.297
48.55;2.755;42.306
48.55;2.77;42.317
48.55;2.785;42.328
48.55;2.8;42.34
48.55;2.815;42.352
48.55;2.83;42.365
48.55;2.845;42.379
48.55;2.86;42.392
48.55;2.875;42.405
48.55;2.89;42.419
48.55;2.905;42.433
48.55;2.92;42.447
48.55;2.935;42.462
48.55;2.95;42.476
48.55;2.965;42.492
48.55;2.98;42.507
48.55;2.995;42.521
48.55;3.01;42.536
48.55;3.025;42.55
48.55;3.04;42.563
48.55;3.055;42.578
48.55;3.07;42.592
48.55;3.085;42.607
48.55;3.1;42.62
48.55;3.115;42.633
48.55;3.13;42.645
48.55;3.145;42.658
48.55;3.16;42.67
48.55;3.175;42.681
48.55;3.19;42.692
48.55;3.205;42.703
48.55;3.22;42.715
48.55;3.235;42.725
48.55;3.25;42.735
48.55;3.265;42.745
48.55;3.28;42.753
48.55;3.295;42.763
48.55;3.31;42.773
48.55;3.325;42.784
48.55;3.34;42.794
48.55;3.355;42.803
48.55;3.37;42.81
48.55;3.385;42.818
48.55;3.4;42.826
48.55;3.415;42.834
48.55;3.43;42.843
48.55;3.445;42.85
48.55;3.46;42.854
48.55;3.475;42.861
48.55;3.49;42.866
48.55;3.505;42.874
48.55;3.52;42.884
48.55;3.535;42.892
48.55;3.55;42.899
48.55;3.565;42.906
48.55;3.58;42.914
48.55;3.595;42.928
48.55;3.61;42.939
48.55;3.625;42.95
48.55;3.64;42.964
48.55;3.655;42.977
48.55;3.67;42.988
48.55;3.685;42.999
48.55;3.7;43.008
48.55;3.715;43.018
48.55;3.73;43.03
48.55;3.745;43.043
48.55;3.76;43.054
48.55;3.775;43.067
48.55;3.79;43.081
48.55;3.805;43.095
48.55;3.82;43.11
48.55;3.835;43.125
48.55;3.85;43.142
48.55;3.865;43.159
48.55;3.88;43.175
48.55;3.895;43.193
48.55;3.91;43.21
48.55;3.925;43.228
48.55;3.94;43.246
48.55;3.955;43.264
48.55;3.97;43.283
48.55;3.985;43.301
48.55;4;43.321
48.55;4.015;43.339
48.55;4.03;43.357
48.55;4.045;43.375
48.55;4.06;43.394
48.55;4.075;43.414
48.55;4.09;43.434
48.55;4.105;43.453
48.55;4.12;43.473
48.55;4.135;43.493
48.55;4.15;43.514
48.55;4.165;43.534
48.55;4.18;43.554
48.55;4.195;43.575
48.55;4.21;43.596
48.55;4.225;43.615
48.55;4.24;43.634
48.55;4.255;43.653
48.55;4.27;43.674
48.55;4.285;43.695
48.55;4.3;43.715
48.55;4.315;43.734
48.55;4.33;43.753
48.55;4.345;43.772
48.55;4.36;43.789
48.55;4.375;43.807
48.55;4.39;43.828
48.55;4.405;43.848
48.55;4.42;43.866
48.55;4.435;43.882
48.55;4.45;43.9
48.55;4.465;43.918
48.55;4.48;43.934
48.55;4.495;43.951
48.55;4.51;43.969
48.55;4.525;43.987
48.55;4.54;44.003
48.55;4.555;44.019
48.55;4.57;44.036
48.55;4.585;44.053
48.55;4.6;44.07
48.55;4.615;44.087
48.55;4.63;44.104
48.55;4.645;44.121
48.55;4.66;44.139
48.55;4.675;44.158
48.55;4.69;44.176
48.55;4.705;44.195
48.55;4.72;44.214
48.55;4.735;44.234
48.55;4.75;44.254
48.55;4.765;44.274
48.55;4.78;44.293
48.55;4.795;44.314
48.55;4.81;44.336
48.55;4.825;44.357
48.55;4.84;44.377
48.55;4.855;44.399
48.55;4.87;44.42
48.55;4.885;44.442
48.55;4.9;44.464
48.55;4.915;44.485
48.55;4.93;44.508
48.55;4.945;44.531
48.55;4.96;44.555
48.55;4.975;44.578
48.55;4.99;44.602
48.55;5.005;44.625
48.55;5.02;44.649
48.55;5.035;44.67
48.55;5.05;44.69
48.55;5.065;44.71
48.55;5.08;44.73
48.55;5.095;44.75
48.55;5.11;44.773
48.55;5.125;44.797
48.55;5.14;44.82
48.55;5.155;44.842
48.55;5.17;44.862
48.55;5.185;44.884
48.55;5.2;44.906
48.55;5.215;44.926
48.55;5.23;44.946
48.55;5.245;44.962
48.55;5.26;44.98
48.55;5.275;45
48.55;5.29;45.019
48.55;5.305;45.038
48.55;5.32;45.056
48.55;5.335;45.075
48.55;5.35;45.093
48.55;5.365;45.111
48.55;5.38;45.13
48.55;5.395;45.148
48.55;5.41;45.162
48.55;5.425;45.173
48.55;5.44;45.184
48.55;5.455;45.195
48.55;5.47;45.204
48.55;5.485;45.215
48.55;5.5;45.226
48.55;5.515;45.238
48.55;5.53;45.249
48.55;5.545;45.257
48.55;5.56;45.264
48.55;5.575;45.272
48.55;5.59;45.279
48.55;5.605;45.282
48.55;5.62;45.282
48.55;5.635;45.281
48.55;5.65;45.279
48.55;5.665;45.276
48.55;5.68;45.276
48.55;5.695;45.279
48.55;5.71;45.283
48.55;5.725;45.288
48.55;5.74;45.295
48.55;5.755;45.298
48.55;5.77;45.302
48.55;5.785;45.309
48.55;5.8;45.313
48.55;5.815;45.315
48.55;5.83;45.313
48.55;5.845;45.307
48.55;5.86;45.305
48.55;5.875;45.304
48.55;5.89;45.305
48.55;5.905;45.307
